"last_name, first_name",pitcher,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,kn_avg_speed,st_avg_speed,sv_avg_speed,year,ff_avg_spin,si_avg_spin,fc_avg_spin,sl_avg_spin,ch_avg_spin,cu_avg_spin,fs_avg_spin,kn_avg_spin,st_avg_spin,sv_avg_spin,n_ff,n_si,n_fc,n_sl,n_ch,n_cu,n_fs,n_kn,n_st,n_sv
"Collmenter, Josh",518567,,,84.8,,76.3,70.1,,,,,2016,,,1982.0,,1711.0,2046.0,,,,,,,65.2,,26.4,8.5,,,,
"Collmenter, Josh",518567,84.1,,84.6,,76.9,69.8,,,,,2017,1939.0,,1982.0,,1672.0,2090.0,,,,,2.0,,52.3,,34.0,11.8,,,,
"Cruz, Fernando",518585,94.3,93.5,86.7,,,,81.7,,,,2022,2273.0,2065.0,2492.0,,,,845.0,,,,24.6,1.5,44.6,,,,29.2,,,
"Cruz, Fernando",518585,94.3,94.0,87.9,83.3,,,81.4,,,,2023,2230.0,2025.0,2418.0,2550.0,,,873.0,,,,35.0,0.6,23.9,4.6,,,35.9,,,
"Cruz, Fernando",518585,94.7,93.4,88.7,82.6,,,81.5,,,,2024,2281.0,2261.0,2446.0,2721.0,,,870.0,,,,32.3,0.2,25.3,0.4,,,41.7,,,
"Cruz, Fernando",518585,93.9,93.0,,82.4,,,80.6,,,,2025,2269.0,2065.0,,2645.0,,,841.0,,,,19.3,14.3,,5.9,,,60.5,,,
"De Fratus, Justin",518603,92.4,90.8,,82.1,85.6,,,,,,2015,2048.0,1833.0,,1877.0,1245.0,,,,,,48.2,9.6,,31.9,10.2,,,,,
"Diekman, Jake",518617,,97.1,,85.3,89.2,,,,,,2015,,2093.0,,1936.0,1546.0,,,,,,,71.9,,24.3,3.8,,,,,
"Diekman, Jake",518617,,95.8,,85.5,87.6,,,,,,2016,,2046.0,,2379.0,2010.0,,,,,,,73.6,,25.1,1.3,,,,,
"Diekman, Jake",518617,95.1,94.6,,82.8,,,,,,,2018,2170.0,2068.0,,2743.0,,,,,,,46.0,17.9,,36.1,,,,,,
"Diekman, Jake",518617,95.8,95.5,,85.0,90.0,,,,,,2019,2212.0,2095.0,,2813.0,1609.0,,,,,,48.6,5.2,,46.0,0.3,,,,,
"Diekman, Jake",518617,95.1,94.9,,,89.4,,,,82.5,,2020,2248.0,2124.0,,,1566.0,,,,2763.0,,55.1,4.2,,,0.3,,,,40.4,
"Diekman, Jake",518617,95.4,95.2,,,87.2,,,,83.3,,2021,2221.0,2103.0,,,1680.0,,,,2739.0,,58.8,8.1,,,0.7,,,,32.4,
"Diekman, Jake",518617,95.7,95.2,,,86.4,,,,81.4,,2022,2297.0,2168.0,,,1545.0,,,,2850.0,,41.5,22.3,,,1.2,,,,35.1,
"Diekman, Jake",518617,95.7,95.2,88.7,,87.9,,,,83.7,,2023,2283.0,2165.0,2412.0,,1622.0,,,,2852.0,,31.5,32.3,3.6,,14.7,,,,17.9,
"Diekman, Jake",518617,94.7,94.2,,,87.1,,,,82.8,,2024,2299.0,2186.0,,,1687.0,,,,2858.0,,47.7,13.7,,,9.7,,,,28.9,
"Duffy, Danny",518633,94.5,94.2,89.7,,85.6,81.3,,,,,2015,2244.0,2200.0,2146.0,,2282.0,2221.0,,,,,44.7,20.3,1.0,,10.1,23.9,,,,
"Duffy, Danny",518633,95.5,95.3,,96.5,85.8,84.1,,,,,2016,2234.0,2183.0,,2394.0,2512.0,2312.0,,,,,38.3,21.2,,0.0,17.3,23.2,,,,
"Duffy, Danny",518633,92.8,93.0,,83.0,83.7,73.3,,,,,2017,2191.0,2153.0,,2313.0,2410.0,2343.0,,,,,24.7,22.6,,29.1,22.9,0.7,,,,
"Duffy, Danny",518633,93.0,93.3,,83.3,83.6,76.2,,,,,2018,2264.0,2227.0,,2330.0,2412.0,2366.0,,,,,38.1,17.6,,16.2,18.6,9.5,,,,
"Duffy, Danny",518633,92.3,92.1,,84.0,83.8,76.1,,,,,2019,2242.0,2181.0,,2310.0,2295.0,2346.0,,,,,44.2,8.9,,26.3,11.5,9.0,,,,
"Duffy, Danny",518633,92.2,92.1,,82.6,83.9,75.5,,,,,2020,2174.0,2121.0,,2391.0,2158.0,2294.0,,,,,38.5,15.0,,17.2,15.3,14.1,,,,
"Duffy, Danny",518633,93.7,93.6,,83.4,85.2,77.3,,,,,2021,2273.0,2216.0,,2501.0,2293.0,2483.0,,,,,42.8,12.8,,18.2,15.4,10.8,,,,
"Freeman, Sam",518693,94.6,94.1,,83.4,,80.0,84.9,,,,2015,2160.0,2033.0,,1669.0,,2247.0,1295.0,,,,31.2,24.8,,9.8,,1.7,32.5,,,
"Freeman, Sam",518693,95.4,95.1,,,,84.1,86.6,,,,2017,2151.0,2030.0,,,,2634.0,1330.0,,,,39.5,17.9,,,,22.2,20.4,,,
"Freeman, Sam",518693,95.2,95.0,,,,83.1,86.0,,,,2018,2127.0,2035.0,,,,2608.0,1311.0,,,,38.0,22.6,,,,14.9,24.5,,,
"Furbush, Charlie",518703,92.0,91.7,,81.4,84.3,78.2,,,,,2015,2043.0,2126.0,,2403.0,1919.0,2561.0,,,,,32.1,22.2,,39.6,0.3,5.8,,,,
"Gearrin, Cory",518715,91.9,92.1,,84.3,84.5,,,,,,2016,2237.0,2267.0,,2587.0,1973.0,,,,,,0.4,54.9,,40.3,4.4,,,,,
"Gearrin, Cory",518715,92.7,91.6,,84.8,84.9,,,,,,2017,2309.0,2276.0,,2739.0,2056.0,,,,,,5.0,49.9,,34.4,10.8,,,,,
"Gearrin, Cory",518715,91.9,91.7,,84.0,85.3,,,,,,2018,2274.0,2284.0,,2839.0,2163.0,,,,,,9.0,41.2,,36.6,13.2,,,,,
"Gearrin, Cory",518715,91.0,91.3,,85.2,85.3,,,,,,2019,2311.0,2276.0,,2826.0,2225.0,,,,,,8.4,36.3,,40.3,15.0,,,,,
"Gee, Dillon",518716,89.5,90.2,86.4,82.5,82.9,75.1,,,,,2015,2114.0,2202.0,2348.0,2040.0,1693.0,2436.0,,,,,13.7,39.2,6.8,12.2,19.1,9.1,,,,
"Gee, Dillon",518716,90.0,90.2,86.0,,84.3,77.5,,,,,2016,2292.0,2313.0,2414.0,,1905.0,2504.0,,,,,9.4,34.2,22.0,,17.7,16.6,,,,
"Gee, Dillon",518716,91.1,90.8,86.3,,83.6,77.1,,,,,2017,2304.0,2335.0,2451.0,,1814.0,2533.0,,,,,29.3,17.5,21.8,,15.2,16.1,,,,
"Grimm, Justin",518748,95.9,94.5,,84.0,,83.8,,,,,2015,2195.0,2084.0,,2277.0,,2228.0,,,,,54.3,1.8,,6.2,,37.6,,,,
"Grimm, Justin",518748,94.8,94.7,,84.9,,83.0,,,,,2016,2191.0,2130.0,,2245.0,,2219.0,,,,,46.1,2.1,,4.9,,46.9,,,,
"Grimm, Justin",518748,94.9,94.4,,87.3,,82.1,,,,,2017,2192.0,2175.0,,2442.0,,2205.0,,,,,51.2,5.1,,1.7,,42.0,,,,
"Grimm, Justin",518748,93.2,93.4,,86.9,,81.4,,,,,2018,2131.0,1983.0,,2386.0,,2153.0,,,,,48.5,2.0,,7.5,,42.0,,,,
"Grimm, Justin",518748,92.6,,,81.7,,82.0,,,,,2022,2113.0,,,2367.0,,2238.0,,,,,41.2,,,37.9,,20.9,,,,
"Harris, Mitch",518771,95.3,96.0,88.6,,87.5,78.9,,,,,2015,2274.0,2296.0,1822.0,,1215.0,2255.0,,,,,52.8,1.1,38.5,,3.9,3.7,,,,
"Harvey, Matt",518774,96.5,96.6,,90.1,89.0,84.3,,,,,2015,2337.0,2326.0,,2289.0,1947.0,2181.0,,,,,39.1,21.8,,15.0,12.2,11.9,,,,
"Harvey, Matt",518774,95.1,95.5,,89.4,87.6,82.8,,,,,2016,2233.0,2205.0,,2303.0,1896.0,2261.0,,,,,52.3,6.7,,18.9,11.0,11.1,,,,
"Harvey, Matt",518774,94.0,93.9,,88.6,86.3,81.0,,,,,2017,2182.0,2159.0,,2251.0,1804.0,2307.0,,,,,28.9,29.2,,22.4,12.5,7.1,,,,
"Harvey, Matt",518774,93.8,94.2,,88.5,87.1,82.9,,,,,2018,2163.0,2151.0,,2392.0,1805.0,2530.0,,,,,28.6,30.5,,24.0,11.5,5.5,,,,
"Harvey, Matt",518774,93.2,94.5,,87.2,85.7,81.4,,,,,2019,2171.0,2170.0,,2413.0,1774.0,2516.0,,,,,47.0,0.3,,28.0,10.3,14.3,,,,
"Harvey, Matt",518774,93.4,92.9,,86.9,85.3,79.9,,,,,2021,2157.0,2134.0,,2370.0,1697.0,2489.0,,,,,34.1,20.8,,19.3,11.9,14.0,,,,
"Heston, Chris",518790,90.2,89.5,,77.0,82.6,74.6,,,,,2015,2109.0,2063.0,,2099.0,1932.0,2279.0,,,,,2.3,58.5,,12.9,12.1,14.1,,,,
"Holland, Greg",518813,94.3,,,86.2,,77.9,88.1,,,,2015,2325.0,,,1806.0,,2336.0,1895.0,,,,46.6,,,47.0,,4.6,1.8,,,
"Holland, Greg",518813,93.4,,,85.8,,76.1,,,,,2017,2296.0,,,2172.0,,2404.0,,,,,44.2,,,49.4,,6.3,,,,
"Holland, Greg",518813,92.9,,,86.2,86.6,78.3,,,,,2018,2260.0,,,2099.0,1590.0,2376.0,,,,,43.5,,,45.5,0.1,10.8,,,,
"Holland, Greg",518813,91.6,,,84.3,83.8,77.5,,,,,2019,2243.0,,,2070.0,1695.0,2297.0,,,,,47.2,,,43.5,0.2,9.2,,,,
"Holland, Greg",518813,92.9,,,85.9,84.5,78.6,,,,,2020,2313.0,,,2173.0,1328.0,2393.0,,,,,37.4,,,50.6,0.4,11.6,,,,
"Holland, Greg",518813,92.8,,,85.7,,77.4,,,,,2021,2236.0,,,2089.0,,2291.0,,,,,40.3,,,48.3,,11.3,,,,
"Jones, Nate",518858,95.9,98.2,,90.0,89.0,81.2,,,,,2015,2361.0,2452.0,,2198.0,1937.0,784.0,,,,,0.4,54.1,,43.8,1.4,0.4,,,,
"Jones, Nate",518858,96.5,97.5,,88.9,88.6,81.0,,,,,2016,2334.0,2450.0,,2342.0,2014.0,1926.0,,,,,0.4,62.6,,36.0,0.4,0.6,,,,
"Jones, Nate",518858,,97.2,,88.8,88.5,,,,,,2018,,2441.0,,2279.0,2047.0,,,,,,,64.7,,33.2,2.1,,,,,
"Jones, Nate",518858,95.5,95.9,,88.0,89.3,,,,,,2020,2453.0,2457.0,,2339.0,2270.0,,,,,,1.4,52.1,,46.3,0.3,,,,,
"Jones, Nate",518858,95.5,95.6,,87.2,89.4,,,,,,2021,2407.0,2423.0,,2265.0,2057.0,,,,,,26.2,36.6,,36.2,1.0,,,,,
"Jordan, Taylor",518863,92.5,91.4,,84.1,84.0,,,,,,2015,2028.0,1880.0,,1858.0,1270.0,,,,,,32.5,34.1,,21.8,11.5,,,,,
"Kelley, Shawn",518875,92.5,,,83.3,87.6,82.5,,,,,2015,2219.0,,,1981.0,2509.0,2174.0,,,,,44.5,,,55.1,0.3,0.1,,,,
"Kelley, Shawn",518875,93.0,,,83.6,87.3,,,,,,2016,2252.0,,,2231.0,2204.0,,,,,,56.2,,,43.7,0.1,,,,,
"Kelley, Shawn",518875,91.9,90.9,,81.6,,,,,,,2017,2300.0,2204.0,,2353.0,,,,,,,57.6,1.6,,40.8,,,,,,
"Kelley, Shawn",518875,91.1,,,81.0,,,,,,,2018,2291.0,,,2365.0,,,,,,,52.2,,,47.8,,,,,,
"Kelley, Shawn",518875,91.9,,,82.4,83.3,,,,,,2019,2396.0,,,2431.0,2488.0,,,,,,39.7,,,60.2,0.1,,,,,
"Kelly, Merrill",518876,92.0,91.5,89.9,,86.0,80.6,,,,,2019,2411.0,2313.0,2433.0,,2108.0,2683.0,,,,,37.4,9.7,18.2,,13.4,21.4,,,,
"Kelly, Merrill",518876,92.1,91.8,90.8,,87.5,81.2,,,,,2020,2436.0,2257.0,2430.0,,1999.0,2614.0,,,,,24.7,17.5,20.1,,15.4,22.2,,,,
"Kelly, Merrill",518876,91.7,91.6,90.8,,87.2,81.3,,,,,2021,2359.0,2242.0,2321.0,,1969.0,2564.0,,,,,32.0,18.4,14.1,,17.4,18.1,,,,
"Kelly, Merrill",518876,92.6,92.5,90.8,85.0,88.6,82.2,,,,,2022,2361.0,2206.0,2332.0,2416.0,2158.0,2550.0,,,,,30.8,17.6,16.6,0.2,21.3,13.5,,,,
"Kelly, Merrill",518876,92.2,92.4,90.8,85.4,88.7,82.1,,,,,2023,2344.0,2206.0,2350.0,2320.0,2138.0,2569.0,,,,,29.8,12.2,18.4,5.5,23.1,11.0,,,,
"Kelly, Merrill",518876,91.9,92.4,90.3,85.6,88.4,82.2,,,,,2024,2381.0,2254.0,2387.0,2384.0,2175.0,2652.0,,,,,20.4,13.8,25.2,11.8,20.9,7.8,,,,
"Kelly, Merrill",518876,91.9,92.2,90.6,85.8,88.3,81.7,,,,,2025,2369.0,2224.0,2367.0,2367.0,2158.0,2616.0,,,,,22.7,13.5,20.6,7.0,26.6,9.7,,,,
"Kiekhefer, Dean",518883,,87.9,,77.9,83.9,,,,,,2016,,1890.0,,2242.0,1750.0,,,,,,,59.7,,22.2,18.2,,,,,
"Kimbrel, Craig",518886,98.0,,,98.7,,87.4,,,,,2015,2451.0,,,,,2551.0,,,,,69.7,,,0.2,,30.1,,,,
"Kimbrel, Craig",518886,98.0,98.4,,,,87.2,,,,,2016,2455.0,2441.0,,,,2555.0,,,,,68.7,0.2,,,,31.0,,,,
"Kimbrel, Craig",518886,98.3,98.0,,,,87.3,,,,,2017,2428.0,2449.0,,,,2591.0,,,,,68.3,0.3,,,,31.4,,,,
"Kimbrel, Craig",518886,97.1,,,,91.3,86.6,,,,,2018,2356.0,,,,1744.0,2579.0,,,,,64.7,,,,0.1,35.2,,,,
"Kimbrel, Craig",518886,96.2,,,,,85.9,,,,,2019,2323.0,,,,,2533.0,,,,,66.6,,,,,33.4,,,,
"Kimbrel, Craig",518886,96.9,,,,,86.0,,,,,2020,2262.0,,,,,2542.0,,,,,62.3,,,,,37.7,,,,
"Kimbrel, Craig",518886,96.5,,,,,86.1,,,,,2021,2301.0,,,,,2558.0,,,,,59.3,,,,,40.7,,,,
"Kimbrel, Craig",518886,95.8,,,,,85.6,,,86.3,,2022,2264.0,,,,,2536.0,,,2568.0,,68.5,,,,,26.4,,,5.1,
"Kimbrel, Craig",518886,95.8,,,,,86.2,,,85.2,,2023,2357.0,,,,,2603.0,,,2629.0,,67.2,,,,,31.8,,,1.0,
"Kimbrel, Craig",518886,93.9,,,,88.3,84.3,,,85.6,,2024,2316.0,,,,1686.0,2596.0,,,2639.0,,65.7,,,,0.5,28.9,,,4.9,
"Layne, Tommy",518927,90.4,90.2,,85.2,83.0,81.7,,,,,2015,2133.0,2038.0,,2014.0,1378.0,2214.0,,,,,16.9,48.0,,24.9,3.2,7.1,,,,
"Layne, Tommy",518927,90.2,90.1,,86.1,82.7,79.9,,,,,2016,2190.0,2032.0,,2264.0,1359.0,2511.0,,,,,12.8,37.0,,27.0,2.2,21.0,,,,
"McFarland, T.J.",519008,92.3,92.1,,82.3,85.0,,,,,,2015,2175.0,2141.0,,1970.0,1782.0,,,,,,2.5,68.1,,19.5,9.9,,,,,
"McFarland, T.J.",519008,92.3,92.3,,80.3,84.7,,,,,,2016,2161.0,2137.0,,2265.0,1781.0,,,,,,19.0,50.1,,17.7,13.1,,,,,
"McFarland, T.J.",519008,91.6,91.4,,81.5,84.4,,,,,,2017,2316.0,2048.0,,2311.0,1725.0,,,,,,0.1,72.9,,14.6,12.4,,,,,
"McFarland, T.J.",519008,90.1,90.6,,80.1,83.3,,,,,,2018,2030.0,1986.0,,2326.0,1739.0,,,,,,0.1,72.7,,13.9,13.4,,,,,
"McFarland, T.J.",519008,89.2,89.4,,80.9,82.0,,,,,,2019,1859.0,1915.0,,2252.0,1731.0,,,,,,0.4,68.0,,15.5,16.0,,,,,
"McFarland, T.J.",519008,,88.5,,78.2,81.8,,,,78.5,,2020,,1952.0,,2231.0,1673.0,,,,2253.0,,,59.8,,20.5,16.6,,,,3.0,
"McFarland, T.J.",519008,,88.8,81.1,79.5,82.1,,,,79.1,,2021,,1953.0,2290.0,2288.0,1630.0,,,,2381.0,,,68.6,0.2,7.6,23.0,,,,0.6,
"McFarland, T.J.",519008,89.5,88.8,,79.5,81.8,,,,80.4,,2022,1954.0,1939.0,,2257.0,1623.0,,,,2317.0,,0.6,62.2,,15.0,22.0,,,,0.2,
"McFarland, T.J.",519008,,88.0,82.2,,81.4,,,,78.2,,2024,,1966.0,2089.0,,1736.0,,,,2379.0,,,49.2,0.1,,12.3,,,,38.4,
"McFarland, T.J.",519008,87.3,87.9,,,80.9,,,,78.1,,2025,1911.0,1944.0,,,1769.0,,,,2401.0,,1.1,51.1,,,10.7,,,,37.1,
"Moore, Matt",519043,92.6,91.8,90.1,,84.4,80.0,,,,,2015,2338.0,2230.0,2326.0,,1768.0,2524.0,,,,,55.3,3.5,6.2,,11.9,23.1,,,,
"Moore, Matt",519043,93.4,93.2,90.8,,84.9,81.9,,,,,2016,2285.0,2214.0,2327.0,,1564.0,2514.0,,,,,52.9,7.7,4.5,,12.7,22.1,,,,
"Moore, Matt",519043,91.9,,89.2,,83.1,81.1,,,,,2017,2257.0,,2170.0,,1727.0,2394.0,,,,,51.7,,14.7,,15.9,17.7,,,,
"Moore, Matt",519043,92.3,,89.8,,83.5,80.5,,,,,2018,2268.0,,2160.0,,1832.0,2398.0,,,,,58.4,,9.3,,13.5,18.8,,,,
"Moore, Matt",519043,92.4,,89.6,,82.6,80.7,,,,,2021,2279.0,,2224.0,,1842.0,2203.0,,,,,56.5,,8.9,,19.3,15.3,,,,
"Moore, Matt",519043,93.9,,,,85.0,83.6,,,,,2022,2385.0,,,,2020.0,2434.0,,,,,45.0,,,,16.8,38.2,,,,
"Moore, Matt",519043,94.0,95.2,,,84.2,84.3,,,,,2023,2324.0,2099.0,,,2017.0,2347.0,,,,,47.9,0.1,,,31.3,20.7,,,,
"Moore, Matt",519043,92.7,,88.2,,82.8,82.1,,,,,2024,2249.0,,2243.0,,1924.0,2216.0,,,,,50.0,,0.7,,31.7,17.6,,,,
"Nelson, Jimmy",519076,94.0,94.1,,87.5,86.0,83.1,,,,,2015,2275.0,2112.0,,1752.0,2107.0,2167.0,,,,,23.9,36.5,,20.1,1.2,18.3,,,,
"Nelson, Jimmy",519076,93.6,93.8,,87.5,86.4,83.3,,,,,2016,2324.0,2173.0,,2278.0,2004.0,2432.0,,,,,21.9,49.1,,17.1,0.8,11.2,,,,
"Nelson, Jimmy",519076,94.1,93.7,,88.5,87.6,84.3,,,,,2017,2300.0,2133.0,,2534.0,1561.0,2559.0,,,,,29.3,32.0,,16.5,2.7,19.5,,,,
"Nelson, Jimmy",519076,92.3,93.0,,85.5,87.2,82.8,,,,,2019,2452.0,2318.0,,2794.0,1431.0,2770.0,,,,,23.8,28.3,,27.0,0.7,20.1,,,,
"Nelson, Jimmy",519076,93.8,,,86.5,,85.1,,,,,2021,2613.0,,,2976.0,,2930.0,,,,,33.1,,,32.5,,34.4,,,,
"Oberholtzer, Brett",519085,89.1,89.3,,83.1,80.1,78.2,,,,,2015,2098.0,2108.0,,2026.0,1616.0,1755.0,,,,,39.1,18.9,,12.8,21.7,7.5,,,,
"Oberholtzer, Brett",519085,89.6,89.7,,82.3,80.5,78.9,,,,,2016,2127.0,2151.0,,1879.0,1706.0,1967.0,,,,,26.1,32.0,,7.1,28.3,6.5,,,,
"Otero, Dan",519096,90.6,90.2,,85.3,83.3,78.7,,,,,2015,2187.0,2079.0,,1981.0,1333.0,1995.0,,,,,17.8,58.6,,8.9,10.3,4.5,,,,
"Otero, Dan",519096,90.9,90.8,,83.8,83.7,78.2,,,,,2016,2173.0,2082.0,,2059.0,1371.0,2160.0,,,,,25.4,52.9,,8.0,11.1,2.6,,,,
"Otero, Dan",519096,90.6,89.9,,81.4,82.4,,,,,,2017,2090.0,1993.0,,1976.0,1298.0,,,,,,14.8,65.7,,9.6,9.8,,,,,
"Otero, Dan",519096,90.0,89.9,,81.5,82.6,,,,,,2018,2137.0,2011.0,,1975.0,1337.0,,,,,,12.4,67.4,,7.6,12.7,,,,,
"Otero, Dan",519096,88.6,89.1,,78.9,82.2,,,,,,2019,2097.0,2012.0,,2135.0,1359.0,,,,,,12.0,55.3,,13.9,18.8,,,,,
"Pomeranz, Drew",519141,92.5,88.8,92.5,,85.3,80.5,,,,,2015,2439.0,2171.0,2528.0,,2048.0,2085.0,,,,,60.0,7.2,0.1,,2.2,30.6,,,,
"Pomeranz, Drew",519141,91.8,,86.3,,87.0,79.7,,,,,2016,2467.0,,2388.0,,2299.0,2160.0,,,,,39.0,,12.2,,9.6,39.2,,,,
"Pomeranz, Drew",519141,91.4,89.2,86.6,,81.1,79.4,,,,,2017,2359.0,2263.0,2340.0,,1697.0,2204.0,,,,,53.1,2.9,5.7,,1.4,36.9,,,,
"Pomeranz, Drew",519141,89.5,88.4,85.6,,82.2,78.1,,,,,2018,2300.0,2236.0,2286.0,,1826.0,2221.0,,,,,39.7,12.5,6.8,,1.9,39.0,,,,
"Pomeranz, Drew",519141,92.8,91.3,88.0,,85.6,81.2,,,,,2019,2436.0,2358.0,2354.0,,1967.0,2283.0,,,,,52.6,8.0,5.8,,1.6,31.9,,,,
"Pomeranz, Drew",519141,94.6,,,,,84.1,,,,,2020,2474.0,,,,,2100.0,,,,,79.6,,,,,20.4,,,,
"Pomeranz, Drew",519141,93.9,,,,,84.2,,,,,2021,2507.0,,,,,2237.0,,,,,75.3,,,,,24.7,,,,
"Pomeranz, Drew",519141,92.7,,,,,83.7,,,,,2025,2642.0,,,,,2301.0,,,,,76.8,,,,,23.3,,,,
"Porcello, Rick",519144,92.1,91.1,,87.1,82.8,75.5,,,,,2015,2497.0,2382.0,,2415.0,1692.0,2714.0,,,,,31.4,33.8,,10.1,10.8,13.9,,,,
"Porcello, Rick",519144,92.2,90.1,,85.5,81.4,74.2,,,,,2016,2447.0,2364.0,,2460.0,1688.0,2802.0,,,,,22.2,37.9,,12.8,13.4,13.8,,,,
"Porcello, Rick",519144,92.1,89.7,,85.6,80.3,74.7,,,,,2017,2441.0,2321.0,,2497.0,1621.0,2858.0,,,,,33.3,25.9,,16.9,8.3,15.5,,,,
"Porcello, Rick",519144,91.3,89.8,,86.0,81.4,74.8,,,,,2018,2433.0,2352.0,,2555.0,1760.0,2824.0,,,,,20.1,29.7,,24.4,11.7,14.0,,,,
"Porcello, Rick",519144,91.0,89.5,,84.3,80.8,74.9,,,,,2019,2434.0,2289.0,,2555.0,1600.0,2810.0,,,,,31.5,25.6,,18.6,11.8,12.6,,,,
"Porcello, Rick",519144,91.6,90.1,,86.2,81.8,74.9,,,,,2020,2299.0,2146.0,,2359.0,1682.0,2588.0,,,,,10.5,42.6,,29.2,12.6,5.1,,,,
"Pressly, Ryan",519151,95.1,94.3,,88.0,88.4,82.4,,,,,2015,2385.0,2303.0,,2245.0,1900.0,2775.0,,,,,36.7,8.3,,29.8,1.7,23.6,,,,
"Pressly, Ryan",519151,95.9,94.9,,88.8,,83.4,,,,,2016,2456.0,2349.0,,2639.0,,2978.0,,,,,46.9,8.4,,29.8,,14.9,,,,
"Pressly, Ryan",519151,96.0,95.0,,89.7,,83.1,,,,,2017,2509.0,2373.0,,2641.0,,3104.0,,,,,44.5,10.8,,18.1,,26.6,,,,
"Pressly, Ryan",519151,95.9,94.4,,89.8,,83.0,,,,,2018,2568.0,2415.0,,2734.0,,3225.0,,,,,41.2,3.4,,27.3,,28.1,,,,
"Pressly, Ryan",519151,95.5,,,90.2,,83.0,,,,,2019,2571.0,,,2740.0,,3305.0,,,,,35.7,,,29.0,,35.2,,,,
"Pressly, Ryan",519151,94.6,,,88.9,,81.3,,,,,2020,2533.0,,,2760.0,,3240.0,,,,,37.1,,,41.9,,21.0,,,,
"Pressly, Ryan",519151,95.4,95.2,,90.5,,82.0,,,,,2021,2561.0,2471.0,,2685.0,,3224.0,,,,,39.5,0.2,,35.8,,24.5,,,,
"Pressly, Ryan",519151,94.5,93.1,,89.7,89.1,81.0,,,,,2022,2512.0,2593.0,,2729.0,1974.0,3272.0,,,,,32.5,0.1,,36.8,3.5,27.0,,,,
"Pressly, Ryan",519151,94.7,94.2,94.4,89.8,89.9,82.1,,,,,2023,2557.0,2530.0,2603.0,2746.0,2012.0,3288.0,,,,,23.1,0.2,1.2,40.0,8.9,26.6,,,,
"Pressly, Ryan",519151,93.8,93.6,,89.6,89.5,82.4,,,,,2024,2557.0,2411.0,,2743.0,2071.0,3258.0,,,,,33.0,2.1,,28.9,11.1,24.9,,,,
"Pressly, Ryan",519151,93.4,93.4,,88.8,88.7,81.4,,,,,2025,2574.0,2372.0,,2706.0,2066.0,3240.0,,,,,36.8,11.8,,21.2,5.6,24.7,,,,
"Ramírez, Neil",519166,93.6,,,85.7,86.7,76.4,,,,,2015,2336.0,,,2024.0,1984.0,2351.0,,,,,63.3,,,25.9,0.4,10.4,,,,
"Ramírez, Neil",519166,92.6,,,85.8,84.7,77.9,,,,,2016,2356.0,,,2203.0,2033.0,2377.0,,,,,59.1,,,38.0,0.2,2.6,,,,
"Ramírez, Neil",519166,93.1,93.2,,84.7,86.9,78.4,,,,,2017,2366.0,2345.0,,2276.0,2105.0,2293.0,,,,,18.6,29.8,,31.3,0.8,19.5,,,,
"Ramírez, Neil",519166,95.2,95.4,,85.9,,,,,,,2018,2431.0,2447.0,,2279.0,,,,,,,33.8,23.5,,42.8,,,,,,
"Ramírez, Neil",519166,94.4,,,84.6,,79.4,,,,,2019,2425.0,,,2364.0,,2731.0,,,,,55.7,,,31.0,,13.2,,,,
"Ranaudo, Anthony",519168,91.6,,,83.4,84.1,78.7,,,,,2015,2196.0,,,2035.0,1710.0,2146.0,,,,,62.8,,,10.9,7.2,19.1,,,,
"Ranaudo, Anthony",519168,91.6,,,83.8,85.0,80.4,,,,,2016,2249.0,,,2089.0,1755.0,2205.0,,,,,57.1,,,9.8,5.6,27.6,,,,
"Rasmussen, Rob",519169,93.8,,,86.7,83.2,76.3,,,,,2015,2115.0,,,2143.0,1448.0,2577.0,,,,,55.9,,,32.0,4.5,7.6,,,,
"Rzepczynski, Marc",519240,92.4,92.4,,85.0,85.9,,,,,,2015,2114.0,2065.0,,2275.0,1734.0,,,,,,0.9,57.8,,39.7,1.6,,,,,
"Rzepczynski, Marc",519240,92.2,91.8,,83.7,86.2,,,,,,2016,1964.0,2061.0,,2378.0,1645.0,,,,,,0.1,59.1,,25.5,15.3,,,,,
"Rzepczynski, Marc",519240,92.1,92.5,,84.5,86.9,,,,,,2017,2185.0,2107.0,,2442.0,1693.0,,,,,,0.2,59.8,,30.6,9.4,,,,,
"Sale, Chris",519242,,95.2,,79.4,86.3,,,,,,2015,,2280.0,,2205.0,2100.0,,,,,,,52.4,,19.7,27.9,,,,,
"Sale, Chris",519242,,93.7,,79.1,86.8,,,,,,2016,,2235.0,,2251.0,2137.0,,,,,,,55.4,,25.2,19.4,,,,,
"Sale, Chris",519242,94.8,93.6,,79.8,86.8,,,,,,2017,2336.0,2205.0,,2395.0,2016.0,,,,,,36.9,11.4,,32.9,18.8,,,,,
"Sale, Chris",519242,95.2,93.2,,79.7,87.0,,,,,,2018,2357.0,2218.0,,2496.0,2045.0,,,,,,39.0,9.5,,34.5,17.0,,,,,
"Sale, Chris",519242,93.4,92.2,,79.0,85.2,,,,,,2019,2383.0,2293.0,,2492.0,1965.0,,,,,,35.8,10.2,,38.4,15.6,,,,,
